Metrics,LoadPoint,Bandwidth,src,dest, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Blocking probability per pair,1,all,12,8, ,0.10401459854014598,0.10677966101694915,0.08348457350272233,0.10880829015544041,0.11992619926199262,0.1087378640776699,0.07706766917293233,0.07169117647058823,0.1256544502617801,0.09770114942528736
Blocking probability per pair,1,all,14,10, ,0.0018248175182481751,0.005199306759098787,0.015410958904109588,0.001949317738791423,0.00686106346483705,0.011194029850746268,0.006968641114982578,0.02564102564102564,0.014678899082568808,0.008710801393728223
Blocking probability per pair,1,all,2,9, ,0.6446886446886447,0.6797274275979557,0.7367491166077739,0.6802218114602587,0.6815642458100558,0.6586715867158671,0.7089108910891089,0.6790606653620352,0.6672661870503597,0.6947565543071161
Blocking probability per pair,1,all,9,10, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,4,12, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,1,6, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,2,14, ,0.6153846153846154,0.6546762589928058,0.6782006920415224,0.7043795620437956,0.7001862197392924,0.6636029411764706,0.7250437828371279,0.6846011131725418,0.7118959107806692,0.7419354838709677
Blocking probability per pair,1,all,5,11, ,0.011363636363636364,0.00718132854578097,0.02640845070422535,0.013333333333333334,0.005434782608695652,0.009345794392523364,0.005405405405405406,0.0018796992481203006,0.001697792869269949,0.012411347517730497
Blocking probability per pair,1,all,11,9, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,6,9, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,2,6, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,2,8, ,0.6215722120658135,0.6105072463768116,0.6267857142857143,0.5357833655705996,0.5716814159292035,0.5651376146788991,0.5982142857142857,0.6188811188811189,0.6263345195729537,0.5967153284671532
Blocking probability per pair,1,all,6,4, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,11,3, ,0.22777777777777777,0.24354243542435425,0.19065420560747665,0.20253164556962025,0.24083769633507854,0.25616698292220114,0.26148409893992935,0.23817567567567569,0.20423892100192678,0.2402135231316726
Blocking probability per pair,1,all,3,7, ,0.36106194690265486,0.4069097888675624,0.25396825396825395,0.30809859154929575,0.32325141776937616,0.4018181818181818,0.3268206039076377,0.3938144329896907,0.3743016759776536,0.3150943396226415
Blocking probability per pair,1,all,3,5, ,0.2413793103448276,0.292436974789916,0.19494584837545126,0.18198529411764705,0.19854280510018216,0.1560798548094374,0.1894353369763206,0.2727272727272727,0.22743682310469315,0.1889908256880734
Blocking probability per pair,1,all,8,1, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,2,13, ,0.2596899224806202,0.2962962962962963,0.3709677419354839,0.29097605893186,0.27205882352941174,0.2560296846011132,0.30612244897959184,0.30492424242424243,0.33506044905008636,0.37992831541218636
Blocking probability per pair,1,all,11,14, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,13,10, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,6,5, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,12,9, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,1,2, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,13,9, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,10,12, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,6,14, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,14,13, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,10,7, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,4,1, ,0.0,0.0017730496453900709,0.0,0.0,0.0036231884057971015,0.0,0.0,0.0,0.0,0.001697792869269949
Blocking probability per pair,1,all,14,6, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,13,6, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,1,4, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0035778175313059034,0.0,0.0017605633802816902,0.0
Blocking probability per pair,1,all,12,13, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,5,1, ,0.02218430034129693,0.04114490161001789,0.04240282685512368,0.018050541516245487,0.018656716417910446,0.023762376237623763,0.040145985401459854,0.03639846743295019,0.033628318584070796,0.017241379310344827
Blocking probability per pair,1,all,9,6, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,2,1, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,9,12, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,12,1, ,0.2196969696969697,0.18333333333333332,0.205078125,0.21946564885496184,0.1978021978021978,0.172147001934236,0.16544117647058823,0.16258741258741258,0.23473282442748092,0.22426470588235295
Blocking probability per pair,1,all,13,11, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,7,13, ,0.3850467289719626,0.40186915887850466,0.4290909090909091,0.44163424124513617,0.32162661737523107,0.4591651542649728,0.3942307692307692,0.36822429906542054,0.43345323741007197,0.38372093023255816
Blocking probability per pair,1,all,8,10, ,0.3290909090909091,0.26848249027237353,0.3117408906882591,0.25704225352112675,0.3311036789297659,0.31993299832495814,0.34797891036906853,0.28547297297297297,0.27624309392265195,0.34766355140186916
Blocking probability per pair,1,all,3,11, ,0.2553191489361702,0.3018867924528302,0.23652173913043478,0.24528301886792453,0.23159784560143626,0.21223709369024857,0.198,0.23892100192678228,0.2613430127041742,0.292894280762565
Blocking probability per pair,1,all,4,10, ,0.0,0.0033222591362126247,0.0,0.0,0.0,0.0,0.0,0.0018083182640144665,0.0,0.0
Blocking probability per pair,1,all,11,5, ,0.007407407407407408,0.012773722627737226,0.007462686567164179,0.001976284584980237,0.013582342954159592,0.022222222222222223,0.01967799642218247,0.010084033613445379,0.012131715771230503,0.01517706576728499
Blocking probability per pair,1,all,3,14, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,12,2, ,0.3224043715846995,0.33035714285714285,0.3018181818181818,0.2813067150635209,0.29525483304042177,0.35424354243542433,0.31343283582089554,0.2774869109947644,0.3362676056338028,0.3
Blocking probability per pair,1,all,14,7, ,0.4003831417624521,0.43197278911564624,0.40350877192982454,0.3588342440801457,0.38917975567190227,0.3532513181019332,0.3988212180746562,0.3316062176165803,0.41208791208791207,0.4105461393596987
Blocking probability per pair,1,all,1,3, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,3,8, ,0.8017241379310345,0.7928082191780822,0.7436363636363637,0.7228260869565217,0.7537942664418212,0.7685512367491166,0.6804123711340206,0.782608695652174,0.7243243243243244,0.702020202020202
Blocking probability per pair,1,all,6,12, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,6,3, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,11,7, ,0.42230347349177333,0.46869409660107336,0.4430604982206406,0.4501779359430605,0.42857142857142855,0.3886861313868613,0.44692737430167595,0.38860971524288107,0.40066225165562913,0.43829113924050633
Blocking probability per pair,1,all,10,6, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,5,13, ,0.568,0.5559772296015181,0.5525812619502868,0.588021778584392,0.5681818181818182,0.6254681647940075,0.6305084745762712,0.6040145985401459,0.6494464944649446,0.53
Blocking probability per pair,1,all,14,2, ,0.6388415672913118,0.6791044776119403,0.6945996275605214,0.6672760511882998,0.6524064171122995,0.6920152091254753,0.6648550724637681,0.6549413735343383,0.7211538461538461,0.6456140350877193
Blocking probability per pair,1,all,10,13, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,14,12, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,6,2, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,8,14, ,0.2996389891696751,0.31876138433515483,0.26716141001855287,0.32922535211267606,0.3595505617977528,0.27037037037037037,0.3094017094017094,0.2887700534759358,0.3221601489757914,0.3266423357664234
Blocking probability per pair,1,all,8,12, ,0.07651245551601424,0.14849624060150377,0.09262759924385633,0.05182341650671785,0.11272727272727273,0.0967741935483871,0.08348794063079777,0.09230769230769231,0.11009174311926606,0.12522045855379188
Blocking probability per pair,1,all,3,6, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,4,2, ,0.0017452006980802793,0.0,0.0,0.0,0.0,0.0,0.0020876826722338203,0.001584786053882726,0.0,0.0
Blocking probability per pair,1,all,6,10, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,7,2, ,0.51,0.5385996409335727,0.6122448979591837,0.5222222222222223,0.6243093922651933,0.5809352517985612,0.525089605734767,0.5801526717557252,0.6016949152542372,0.5964285714285714
Blocking probability per pair,1,all,12,10, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,10,8, ,0.296229802513465,0.27695167286245354,0.32142857142857145,0.2956204379562044,0.3270321361058601,0.3406998158379374,0.2950257289879931,0.2759226713532513,0.36155202821869487,0.2755474452554745
Blocking probability per pair,1,all,14,9, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,2,4, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,14,11, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,3,10, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,12,4, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,13,5, ,0.5714285714285714,0.6148282097649186,0.6489945155393053,0.5447897623400365,0.5895652173913043,0.6017391304347826,0.6003616636528029,0.5862745098039216,0.5549348230912476,0.5638686131386861
Blocking probability per pair,1,all,1,7, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,2,7, ,0.5776515151515151,0.5400696864111498,0.6022364217252396,0.5931899641577061,0.6060606060606061,0.5980769230769231,0.5111940298507462,0.5843478260869566,0.6051188299817185,0.6084558823529411
Blocking probability per pair,1,all,3,2, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,14,8, ,0.3026052104208417,0.31523642732049034,0.27115384615384613,0.2849557522123894,0.2751798561151079,0.25,0.31386861313868614,0.2988505747126437,0.274822695035461,0.3047619047619048
Blocking probability per pair,1,all,10,5, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,1,all,10,14, ,0.012612612612612612,0.015789473684210527,0.025423728813559324,0.015267175572519083,0.01841620626151013,0.014545454545454545,0.014925373134328358,0.001736111111111111,0.011152416356877323,0.0
Blocking probability per pair,1,all,5,2, ,0.05698529411764706,0.052336448598130844,0.04448398576512456,0.024734982332155476,0.06856187290969899,0.09859154929577464,0.035523978685612786,0.04204753199268738,0.07624113475177305,0.06352087114337568
Blocking probability per pair,1,all,7,6, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,5,3, ,0.2647058823529412,0.23356401384083045,0.17315175097276264,0.26124567474048443,0.22342342342342342,0.22628951747088186,0.22851919561243145,0.25788497217068646,0.19576719576719576,0.16666666666666666
Blocking probability per pair,2,all,10,2, ,0.37613019891500904,0.44324324324324327,0.0,0.4411764705882353,0.45251396648044695,0.0019011406844106464,0.0,0.37681159420289856,0.0,0.001838235294117647
Blocking probability per pair,2,all,9,7, ,0.10851419031719532,0.12093862815884476,0.11956521739130435,0.12704174228675136,0.12564543889845095,0.13075506445672191,0.09375,0.12571428571428572,0.11992619926199262,0.09375
Blocking probability per pair,2,all,13,4, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,14,5, ,0.85451197053407,0.8383128295254832,0.8591800356506238,0.8805704099821747,0.87248322147651,0.841726618705036,0.8818181818181818,0.8969465648854962,0.8154761904761905,0.843065693430657
Blocking probability per pair,2,all,2,10, ,0.47513812154696133,0.4567062818336163,0.4619666048237477,0.41495327102803736,0.42015209125475284,0.40142095914742454,0.44385026737967914,0.41762452107279696,0.42907801418439717,0.4090909090909091
Blocking probability per pair,2,all,7,11, ,0.44976076555023925,0.40860215053763443,0.37037037037037035,0.44612476370510395,0.526615969581749,0.504725897920605,0.5027422303473492,0.4962264150943396,0.45569620253164556,0.4585635359116022
Blocking probability per pair,2,all,3,4, ,0.005434782608695652,0.0051635111876075735,0.004975124378109453,0.0,0.003401360544217687,0.0,0.0017605633802816902,0.001869158878504673,0.0018050541516245488,0.0
Blocking probability per pair,2,all,4,5, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,7,5, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,11,10, ,0.029069767441860465,0.025688073394495414,0.005555555555555556,0.0036900369003690036,0.012367491166077738,0.01348747591522158,0.028933092224231464,0.017077798861480076,0.013888888888888888,0.009578544061302681
Blocking probability per pair,2,all,7,3, ,0.35567970204841715,0.41530054644808745,0.2767527675276753,0.36983842010771995,0.3989547038327526,0.3442028985507246,0.3473491773308958,0.3339449541284404,0.35283363802559414,0.3100917431192661
Blocking probability per pair,2,all,3,12, ,0.5008695652173913,0.5255474452554745,0.5322862129144852,0.5053956834532374,0.5171171171171172,0.60431654676259,0.5916515426497277,0.5418803418803418,0.5975177304964538,0.5822784810126582
Blocking probability per pair,2,all,4,14, ,0.017793594306049824,0.016216216216216217,0.03473491773308958,0.01601423487544484,0.018518518518518517,0.014336917562724014,0.017543859649122806,0.014732965009208104,0.031914893617021274,0.0375
Blocking probability per pair,2,all,8,13, ,0.05087719298245614,0.03639846743295019,0.025547445255474453,0.061930783242258654,0.037037037037037035,0.04332129963898917,0.05223880597014925,0.040892193308550186,0.024778761061946902,0.03169014084507042
Blocking probability per pair,2,all,8,9, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,1,12, ,0.2385496183206107,0.17293233082706766,0.22452830188679246,0.2643253234750462,0.24253075571177504,0.26705653021442494,0.2696629213483146,0.22242647058823528,0.2574074074074074,0.17055655296229802
Blocking probability per pair,2,all,9,13, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,5,9, ,0.41901408450704225,0.39421338155515373,0.30418943533697634,0.4396887159533074,0.36576576576576575,0.4524236983842011,0.4073394495412844,0.4271186440677966,0.4322033898305085,0.37406015037593987
Blocking probability per pair,2,all,12,5, ,0.7372400756143668,0.7430555555555556,0.7158081705150977,0.7433460076045627,0.7648148148148148,0.7210626185958254,0.7526501766784452,0.762962962962963,0.6848816029143898,0.7549019607843137
Blocking probability per pair,2,all,4,7, ,0.0,0.0018248175182481751,0.0,0.0,0.0,0.0,0.0,0.0,0.0016722408026755853,0.0017271157167530224
Blocking probability per pair,2,all,13,8, ,0.041742286751361164,0.03304347826086956,0.05555555555555555,0.05142857142857143,0.04280821917808219,0.01669449081803005,0.03723404255319149,0.06284658040665435,0.02185792349726776,0.05695142378559464
Blocking probability per pair,2,all,5,6, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,8,2, ,0.616822429906542,0.6831858407079646,0.5773381294964028,0.6208695652173913,0.6536312849162011,0.6394557823129252,0.6767676767676768,0.6709558823529411,0.6795096322241682,0.514760147601476
Blocking probability per pair,2,all,1,10, ,0.4419475655430712,0.43783783783783786,0.40601503759398494,0.44052044609665425,0.48141263940520446,0.4311594202898551,0.40111940298507465,0.49295774647887325,0.45789473684210524,0.4919210053859964
Blocking probability per pair,2,all,1,14, ,0.4444444444444444,0.44834307992202727,0.45765765765765765,0.5230202578268877,0.4746376811594203,0.42463235294117646,0.49029982363315694,0.4732142857142857,0.44639718804920914,0.44712430426716143
Blocking probability per pair,2,all,9,11, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,7,8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,8,11, ,0.3726235741444867,0.3806706114398422,0.33659491193737767,0.4080145719489982,0.40148698884758366,0.3903281519861831,0.3898305084745763,0.41532976827094475,0.39862542955326463,0.3707865168539326
Blocking probability per pair,2,all,11,6, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,13,7, ,0.4587628865979381,0.44194107452339687,0.43875685557586835,0.510989010989011,0.42357274401473294,0.43345323741007197,0.41353383458646614,0.424190800681431,0.42010771992818674,0.4137291280148423
Blocking probability per pair,2,all,11,1, ,0.30915371329879104,0.29651162790697677,0.18806509945750452,0.24083769633507854,0.21875,0.21497120921305182,0.27340823970037453,0.2401500938086304,0.19529837251356238,0.24283305227655985
Blocking probability per pair,2,all,3,9, ,0.003738317757009346,0.0088339222614841,0.014209591474245116,0.0137221269296741,0.0,0.001869158878504673,0.007339449541284404,0.003663003663003663,0.012915129151291513,0.0017421602787456446
Blocking probability per pair,2,all,10,9, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,8,7, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,10,3, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,11,8, ,0.37943262411347517,0.4007561436672968,0.4148936170212766,0.3720508166969147,0.384321223709369,0.41796200345423146,0.4007220216606498,0.3450834879406308,0.4109347442680776,0.39473684210526316
Blocking probability per pair,2,all,5,8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,9,4, ,0.016100178890876567,0.034420289855072464,0.0341726618705036,0.038394415357766144,0.01056338028169014,0.01694915254237288,0.051001821493624776,0.032,0.0071301247771836,0.019197207678883072
Blocking probability per pair,2,all,13,1, ,0.08718861209964412,0.16270566727605118,0.12962962962962962,0.14186851211072665,0.15846994535519127,0.07772020725388601,0.07650273224043716,0.11475409836065574,0.09357798165137615,0.13761467889908258
Blocking probability per pair,2,all,6,13, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,3,13, ,0.0018148820326678765,0.0,0.0,0.0038022813688212928,0.0017857142857142857,0.0,0.003780718336483932,0.001851851851851852,0.0,0.0
Blocking probability per pair,2,all,5,7, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,4,6, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,4,11, ,0.0,0.0,0.0,0.0,0.001984126984126984,0.0,0.0,0.0,0.0,0.0017574692442882249
Blocking probability per pair,2,all,11,4, ,0.0,0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.0017699115044247787,0.0,0.0
Blocking probability per pair,2,all,4,8, ,0.003663003663003663,0.014285714285714285,0.0035026269702276708,0.0,0.009174311926605505,0.0054249547920434,0.0088339222614841,0.0,0.0038095238095238095,0.0075046904315197
Blocking probability per pair,2,all,5,10, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,12,6, ,0.0,0.0,0.0,0.0,0.0,0.0,0.001890359168241966,0.0,0.0,0.0
Blocking probability per pair,2,all,2,5, ,0.13489208633093525,0.11484098939929328,0.07293666026871401,0.05272407732864675,0.049429657794676805,0.049910873440285206,0.05154639175257732,0.06964285714285715,0.08812949640287769,0.03763440860215054
Blocking probability per pair,2,all,13,3, ,0.0,0.0,0.013084112149532711,0.0,0.0018315018315018315,0.013435700575815739,0.0019120458891013384,0.00980392156862745,0.003738317757009346,0.0034482758620689655
Blocking probability per pair,2,all,1,13, ,0.07521367521367521,0.1038961038961039,0.11284722222222222,0.08858603066439523,0.13644859813084112,0.10915492957746478,0.14535901926444833,0.13471502590673576,0.09549549549549549,0.11191335740072202
Blocking probability per pair,2,all,9,2, ,0.7662337662337663,0.7334437086092715,0.7818853974121996,0.7490774907749077,0.7301587301587301,0.7212543554006968,0.7631103074141049,0.7460035523978685,0.6984126984126984,0.7348353552859619
Blocking probability per pair,2,all,13,2, ,0.3870967741935484,0.4,0.36311787072243346,0.32656826568265684,0.3958691910499139,0.3186372745490982,0.3787313432835821,0.34235976789168276,0.2875457875457875,0.3302752293577982
Blocking probability per pair,2,all,8,6, ,0.3569277108433735,0.3236434108527132,0.31226053639846746,0.3394495412844037,0.3274647887323944,0.3670886075949367,0.43617021276595747,0.3262786596119929,0.4663023679417122,0.45266781411359724
Blocking probability per pair,2,all,4,9, ,0.00530035335689046,0.020599250936329586,0.022770398481973434,0.00922509225092251,0.008680555555555556,0.015151515151515152,0.012411347517730497,0.020689655172413793,0.0162748643761302,0.02722323049001815
Blocking probability per pair,2,all,8,3, ,0.7696850393700787,0.7402597402597403,0.6843065693430657,0.7847082494969819,0.7472924187725631,0.7796901893287436,0.7933723196881092,0.8099630996309963,0.729776247848537,0.6818181818181818
Blocking probability per pair,2,all,3,1, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,7,10, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,6,11, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,5,4, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,8,5, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,14,3, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,12,3, ,0.5404411764705882,0.5454545454545454,0.5180505415162455,0.4982638888888889,0.4739776951672863,0.4627949183303085,0.5457570715474209,0.48180242634315423,0.5157342657342657,0.48807339449541287
Blocking probability per pair,2,all,5,14, ,0.8694852941176471,0.8644688644688645,0.8635547576301615,0.8892921960072595,0.8579040852575488,0.8588850174216028,0.8722627737226277,0.8980769230769231,0.8730769230769231,0.871841155234657
Blocking probability per pair,2,all,7,1, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,12,11, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,2,3, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,10,4, ,0.0,0.00186219739292365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,10,11, ,0.015957446808510637,0.023255813953488372,0.007561436672967864,0.014373716632443531,0.003683241252302026,0.003669724770642202,0.014184397163120567,0.014760147601476014,0.011884550084889643,0.012048192771084338
Blocking probability per pair,2,all,12,7, ,0.6410748560460653,0.6611418047882136,0.6038095238095238,0.5828571428571429,0.5819112627986348,0.6120218579234973,0.6779359430604982,0.5904761904761905,0.611328125,0.608540925266904
Blocking probability per pair,2,all,9,1, ,0.012867647058823529,0.014492753623188406,0.01773049645390071,0.019434628975265017,0.02564102564102564,0.001736111111111111,0.0035778175313059034,0.008032128514056224,0.007168458781362007,0.010416666666666666
Blocking probability per pair,2,all,1,9, ,0.0038314176245210726,0.007259528130671506,0.01098901098901099,0.014732965009208104,0.029304029304029304,0.012195121951219513,0.01303538175046555,0.001763668430335097,0.0057251908396946565,0.0035587188612099642
Blocking probability per pair,2,all,9,3, ,0.007285974499089253,0.0018281535648994515,0.017699115044247787,0.0,0.010830324909747292,0.05181347150259067,0.043029259896729774,0.041884816753926704,0.03924914675767918,0.06802721088435375
Blocking probability per pair,2,all,6,7, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,14,4, ,0.013961605584642234,0.03296703296703297,0.038461538461538464,0.02394106813996317,0.0038022813688212928,0.01867572156196944,0.029143897996357013,0.019230769230769232,0.0299625468164794,0.013157894736842105
Blocking probability per pair,2,all,7,14, ,0.4635416666666667,0.3854166666666667,0.42653061224489797,0.45709281961471104,0.47153024911032027,0.4358523725834798,0.475,0.4910071942446043,0.35581787521079256,0.4713493530499076
Blocking probability per pair,2,all,11,13, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,1,11, ,0.25951557093425603,0.2638146167557932,0.26631393298059963,0.19597069597069597,0.20309477756286268,0.269811320754717,0.24682395644283123,0.2333965844402277,0.2676864244741874,0.324468085106383
Blocking probability per pair,2,all,6,8, ,0.24535315985130113,0.39191564147627417,0.391304347826087,0.30335097001763667,0.2849557522123894,0.3,0.2912801484230056,0.34944237918215615,0.3188405797101449,0.3163444639718805
Blocking probability per pair,2,all,7,12, ,0.5658627087198516,0.589605734767025,0.6075949367088608,0.6015037593984962,0.634469696969697,0.5860805860805861,0.6348920863309353,0.6469565217391304,0.6214689265536724,0.6190476190476191
Blocking probability per pair,2,all,12,14, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,9,5, ,0.3016453382084095,0.4150268336314848,0.4111111111111111,0.4187725631768953,0.44212523719165087,0.30842911877394635,0.3403441682600382,0.43947858472998136,0.29874776386404295,0.38632162661737524
Blocking probability per pair,2,all,4,3, ,0.0,0.006779661016949152,0.0,0.001838235294117647,0.0017825311942959,0.004893964110929853,0.0018450184501845018,0.0017667844522968198,0.005208333333333333,0.0019230769230769232
Blocking probability per pair,2,all,7,9, ,0.14931237721021612,0.1170018281535649,0.11670020120724346,0.09694793536804308,0.1493624772313297,0.10369068541300527,0.10051993067590988,0.166351606805293,0.07550644567219153,0.1265164644714038
